ActorID,ActorFirstName,ActorMiddleName,ActorLastName,Birthday,Description,Nationality
37093,Langley,NULL,Kirkwood,1973-04-14,,
37131,Bourvil,,,1917-07-27,"From Wikipedia, the free encyclopedia.

André","Prétot-Vicquemare, Seine-"
37149,Luis,Da,Silva,0000-00-00,,
37153,Zoë,NULL,Kravitz,1988-12-01,"From Wikipedia, the free encyclopedia.

Zoë I","Los Angeles, California, "
37154,John,NULL,Magaro,1983-02-16,"From Wikipedia, the free encyclopedia.

John ","Akron, Ohio, U.S."
37168,Hans,NULL,Matheson,1975-08-07,,
37204,David,NULL,Warshofsky,1961-02-23,"From Wikipedia, the free encyclopedia

David ","Saratoga, California, U.S"
37221,Penn,NULL,Jillette,1955-03-05,,
37252,Yvonne,NULL,Zima,1989-01-16,"From Wikipedia, the free encyclopedia.

Yvonn","Phillipsburg - New Jersey"
37254,Al,NULL,Ruscio,1924-06-02,,
37260,Abbie,NULL,Cornish,1982-08-07,"Abbie Cornish, born on 7th August 1982 is an ","Lochinvar, New South Wale"
37293,Paul,NULL,Blackwell,0000-00-00,,
37442,Caroline,NULL,Blakiston,1933-02-13,,
37625,Andrew,NULL,Garfield,1983-08-20,"American-British theatre, film, and televisio","Los Angeles, California, "
37698,Mackenzie,NULL,Gray,1957-11-22,,
37753,Martin,NULL,Hirthe,0000-00-00,,
37759,Kathy,NULL,Burke,1964-06-13,"​From Wikipedia, the free encyclopedia.  

Ka","Camden, London, England"
37760,Kenny,NULL,Doughty,0000-00-00,"From Wikipedia, the free encyclopedia

Kenny ","Barnsley, South Yorkshire"
37769,Tanit,NULL,Phoenix,1980-09-24,"From Wikipedia, the free encyclopedia.

Tanit","Durban, KwaZulu-Natal, So"
37825,Afemo,NULL,Omilami,1950-12-13,,
37917,Kristen,NULL,Stewart,1990-04-09,"​American actress Kristen Jaymes Stewart is b","Los Angeles, California, "
37935,Steven,NULL,Tyler,1948-03-26,,"Yonkers, New York, USA "
37980,Michael,NULL,Teigen,0000-00-00,,
37982,Agata,NULL,Buzek,1976-09-20,,"Pyskowice, Poland"
37990,Henri,NULL,Crémieux,0000-00-00,,
38086,Robert,NULL,Prescott,0000-00-00,,
38334,Jennifer,NULL,Coolidge,1961-08-28,"From Wikipedia, the free encyclopedia

Jennif","Boston - Massachusetts - "
38559,Christopher,NULL,Lambert,1957-03-29,"From Wikipedia, the free encyclopedia.

Chris","Great Neck, Long Island, "
38565,James,NULL,Kidnie,0000-00-00,,
38664,Sullivan,NULL,Stapleton,1977-06-14,"Sullivan Stapleton (born 14 June 1977)] is an","Melbourne - Victoria - Au"
38665,Max,NULL,Cullen,1940-04-29,,
38670,Camilla,NULL,Belle,1986-10-02,"​From Wikipedia, the free encyclopedia

Camil","Los Angeles, California, "
38673,Channing,NULL,Tatum,1980-04-26,"From Wikipedia, the free encyclopedia.

Chann","Cullman, Alabama, USA"
38707,Jason,NULL,Dolley,1991-07-05,"​From Wikipedia, the free encyclopedia

Jason","Los Angeles, California, "
38809,Camilla,NULL,Rutherford,1976-09-20,,
38863,Alice,NULL,Taglioni,1976-07-26,"​From Wikipedia, the free encyclopedia.  Alic","Ermont, Val-d'Oise, Franc"
38940,Evan,Rachel,Wood,1987-09-07,"Evan Rachel Wood (born September 7, 1987) is ","Raleigh, North Carolina, "
38941,Jim,NULL,Sturgess,1978-05-16,"From Wikipedia, the free encyclopedia.

James","England, UK"
38951,Reg,E.,Cathey,1958-08-18,"From Wikipedia, the free encyclopedia

Regina","Huntsville, Alabama, USA"
39007,Carlos,NULL,Miranda,0000-00-00,,
39125,Will,NULL,Sasso,1975-05-24,"From Wikipedia, the free encyclopedia.

Willi","Ladner, British Columbia,"
39185,Kevin,NULL,Eldon,1960-10-03,,
39187,Olivia,NULL,Colman,1974-01-30,"​From Wikipedia, the free encyclopedia.  

Ol","Norfolk, England"
39188,Edward,NULL,Woodward,1930-06-01,"From Wikipedia, the free encyclopedia.   
Edw","Croydon, Surrey, England"
39388,Amy,NULL,Ryan,1969-11-30,"​From Wikipedia, the free encyclopedia.

Amy ","Queens - New York City - "
39389,Titus,NULL,Welliver,1961-03-12,,"New Haven - Connecticut -"
39390,Michael,K.,Williams,1966-11-22,"​From Wikipedia, the free encyclopedia.  

Mi"," Brooklyn, New York, U.S"
39391,Edi,NULL,Gathegi,1979-03-10,,"Nairobi - Kenya"
39459,Hayley,NULL,Atwell,1982-04-05,"From Wikipedia, the free encyclopedia

Hayley","London, England, UK"
39520,Garret,NULL,Dillahunt,1964-11-24,"From Wikipedia, the free encyclopedia.

Garre","Castro Valley, California"
39545,Robert,NULL,Taylor,0000-00-00,,"Sydney Australia"
39658,Sally,NULL,Hawkins,1976-04-27,"From Wikipedia, the free encyclopedia

Sally ","London, England, UK"
39659,Burn,NULL,Gorman,1974-09-01,"From Wikipedia, the free encyclopedia

Burn H","Hollywood, California, U."
39660,Tamer,NULL,Hassan,1968-03-18,"Tamer Hassan (born 18 March 1968) is a Britis","London, England, UK"
39681,Stephen,NULL,Walters,0000-00-00,,
39774,Bill,NULL,Thurman,1920-11-04,,
39924,Ivy,NULL,Thayer,0000-00-00,,
39925,Ken,NULL,Miller,1931-10-15,,
39959,Vlad,NULL,Ivanov,1969-06-25,"From Wikipedia, the free encyclopedia.

Vlad ","Botosani, Romania"
40036,Taraji,P.,Henson,1970-09-11,"Taraji Penda Henson is an actress.","Washington - District of "
40173,Robert,NULL,Morse,1931-05-18,"​From Wikipedia, the free encyclopedia.  

Ro","Newton, Massachusetts, U."
40275,Tim,NULL,Guinee,1962-11-18,"From Wikipedia, the free encyclopedia.  Timot","Los Angeles, California, "
40277,Stuart,NULL,Blumberg,0000-00-00,,
40386,Ted,NULL,Ludzik,1966-03-16,,
40450,Yo,NULL,Oizumi,0000-00-00,,
40462,Kristen,NULL,Bell,1980-07-18,"Kristen Anne Bell (born July 18, 1980 height ","Huntington Woods - Michig"
40477,Chris,NULL,O'Dowd,1979-10-09,"From Wikipedia, the free encyclopedia.

Chris","Boyle, County Roscommon, "
40478,Ricky,NULL,Champ,0000-00-00,,
40481,Luis,NULL,Guzmán,1956-08-28,"​From Wikipedia, the free encyclopedia.  

Lu","Cayey, Puerto Rico"
40541,Andrea,Di,Stefano,1972-12-15,"From Wikipedia, the free encyclopedia.  Andre","Rome, Italy"
40543,John,NULL,Ortiz,1968-05-23,"From Wikipedia, the free encyclopedia.

John ","Brooklyn, New York, U.S."
40565,Matthias,NULL,Matschke,0000-00-00,,
40638,Guy,NULL,Henry,1960-10-17,"​From Wikipedia, the free encyclopedia.  

Gu","Maidstone, Kent, England,"
40660,Malcolm,NULL,Sinclair,0000-00-00,,
41020,E.,Roger,Mitchell,0000-00-00,,
41042,Danny,NULL,Dyer,1977-07-24,"From Wikipedia, the free encyclopedia.  Danny","Canning Town, London, Eng"
41087,Leslie,NULL,Mann,1972-03-26,"Leslie Mann (born March 26, 1972), is an Amer","San Francisco, California"
41088,Jason,NULL,Segel,1980-01-18,"​From Wikipedia, the free encyclopedia.

Jaso","Los Angeles - California "
41089,Martin,NULL,Starr,1982-07-30,"​From Wikipedia, the free encyclopedia

Marti","Santa Monica, California,"
41091,Kristen,NULL,Wiig,1973-08-22,"From Wikipedia, the free encyclopedia

Kriste","Canandaigua, New York, US"
41247,Len,NULL,Cariou,1939-09-30,"From Wikipedia, the free encyclopedia.

Leona","Winnipeg, Manitoba"
41295,Leon,G.,Thomas,1993-08-01,"From Wikipedia, the free encyclopedia.

Leon ","Brooklyn, New York, USA"
41352,Van,NULL,Quattro,0000-00-00,,
41419,Hugh,NULL,Laurie,1959-06-11,"James Hugh Calum Laurie better known as Hugh ","Oxford, Oxfordshire, Engl"
41421,Jennifer,NULL,Morrison,1979-04-12,"From Wikipedia, the free encyclopedia.

Jenni","Chicago - Illinois - USA"
41508,Jason,NULL,Stuart,1959-01-13,,"Bronx - New York - USA"
41561,Kenneth,NULL,Choi,1971-10-20,"Attended Purdue University as an accounting m","Chicago, Illinois, USA"
41662,Lindsay,NULL,Sloane,1977-08-08,"Admitting to her own lively nature as a child","Long Island, New York, US"
41686,Neil,Patrick,Harris,1973-06-15,"​From Wikipedia, the free encyclopedia.

Neil","Albuquerque - New Mexico "
41687,Patrick,NULL,Muldoon,1968-09-27,"From Wikipedia, the free encyclopedia

Patric","Los Angeles, California, "
41737,Tony,NULL,Plana,1952-04-19,"​From Wikipedia, the free encyclopedia.

Tony","Havana, Cuba"
41782,Manu,NULL,Bennett,1969-10-10,"From Wikipedia, the free encyclopedia

Manu B","New Zealand"
41798,George,NULL,Lopez,1961-04-23,"From Wikipedia, the free encyclopedia

George","Mission Hills, California"
41906,Nicolaj,NULL,Kopernikus,1967-08-09,,
41965,Sylvester,NULL,Groth,1958-03-31,,
42286,Julene,NULL,Renee,0000-00-00,,
42288,Woody,NULL,Schultz,0000-00-00,,
42307,Peta,NULL,Wilson,1970-11-18,"From Wikipedia, the free encyclopedia

Peta G","Sydney, New South Wales, "
42317,Scott,NULL,Lawrence,1963-09-27,,
42432,Sandra,NULL,Nedeleff,0000-00-00,,
42570,Don,NULL,Henderson,1932-11-10,,
42694,Tamara,NULL,Tunie,1959-03-14,"From Wikipedia, the free encyclopedia.  Tamar","McKeesport, Pennsylvania,"
42740,Christopher,NULL,Atkins,1961-02-21,"From Wikipedia, the free encyclopedia

Christ","Rye, New York, USA"
42824,Carl,NULL,Ciarfalio,0000-00-00,,
42905,Bill,NULL,Kelly,0000-00-00,,
43010,Thomas,"Rosales,",Jr.,0000-00-00,,
43019,Patrick,NULL,Baladi,0000-00-00,,
43034,Tom,NULL,Goodman-Hill,0000-00-00,,
43125,Rob,NULL,Paulsen,1956-03-11,"​From Wikipedia, the free encyclopedia.

Robe","Detroit, Michigan, USA"
43135,Fiona,NULL,Glascott,1982-11-22,"From Wikipedia, the free encyclopedia.

Fiona","Waterford, Ireland"
43202,Antje,NULL,Traue,1981-01-18,"​From Wikipedia, the free encyclopedia.  

An","Mittweida, Germany"
43231,Paul,NULL,Blackthorne,1969-03-05,,"Wellington, Shropshire, E"
43243,Raoul,NULL,Bhaneja,1974-06-06,,
43263,Conrad,NULL,Coates,1970-07-12,,
43286,Laura,NULL,Vandervoort,1984-09-22,"From Wikipedia, the free encyclopedia

Laura ","Toronto, Ontario, Canada"
43292,Steve,NULL,Byers,1976-12-31,"From Wikipedia, the free encyclopedia.

Steve","Scarborough, Ontario, Can"
43464,John,Patrick,Amedori,1987-04-20,"From Wikipedia, the free encyclopedia

John P","Baltimore, Maryland, USA"
43553,Jerzy,NULL,Skolimowski,1938-05-05,"​From Wikipedia, the free encyclopedia.  

Je","Łódź, Poland"
43554,Josef,NULL,Altin,0000-00-00,"​From Wikipedia, the free encyclopedia

Josef","London, England"
43775,Jane,NULL,Lynch,1960-07-14,"Jane Marie Lynch (born July 14, 1960) is an A","Dolton, Illinois, USA"
43853,Irma,P.,Hall,1935-06-03,"​From Wikipedia, the free encyclopedia.  

Ir","Beaumont, Texas, USA"
43903,Carly,NULL,Pope,1980-08-28,"​From Wikipedia, the free encyclopedia.  

Ca"," Vancouver, British Colum"
44054,Roger,Aaron,Brown,1949-06-12,,"Washington - District of "
44079,Charlotte,NULL,Rampling,1946-02-05,"​From Wikipedia, the free encyclopedia

Charl","Sturmer, England, UK"
44150,Blu,NULL,Mankuma,1948-07-05,"From Wikipedia, the free encyclopedia.

Blu M","Seattle, Washington"
44240,Roddy,NULL,Piper,1954-04-17,"From Wikipedia, the free encyclopedia.

Roder","Saskatoon - Saskatchewan "
44565,François,NULL,Goeske,1989-03-18,"François Goeske was born on March 18th, 1989 ","St. Doulchard (France)"
44649,Violante,NULL,Placido,1976-05-01,"From Wikipedia, the free encyclopedia.

Viola","Roma, Italy"
44735,Jesse,NULL,Eisenberg,1983-10-05,"From Wikipedia, the free encyclopedia

Jesse ","New York City, New York"
44736,Goran,NULL,Kostić,1971-11-18,"From Wikipedia, the free encyclopedia  
  Gor","Sarajevo, Bosnia and Herz"
44818,Mark,NULL,Holton,0000-00-00,"​From Wikipedia, the free encyclopedia.  

Ma","Oklahoma City, Oklahoma, "
44830,Deborah,NULL,Rush,1954-04-10,,
44838,Richard,NULL,Carter,1953-12-11,,
44841,Jeffrey,NULL,Kleiser,0000-00-00,,
44843,Gus,NULL,Mercurio,1928-08-10,,
44860,Franco,NULL,Citti,1935-04-23,"​From Wikipedia, the free encyclopedia.  

Fr",Rome
45051,Harry,NULL,Treadaway,1984-09-10,"From Wikipedia, the free encyclopedia.

Harry","Exeter, Devon, England, U"
45210,John,NULL,Jarratt,1951-08-05,"From Wikipedia, the free encyclopedia.  John ","Wongawilli, New South Wal"
45211,Steve,NULL,Bisley,1951-12-26,"From Wikipedia, the free encyclopedia. 
 
Ste","Lake Munmorah, New South "
45215,Vince,NULL,Martin,0000-00-00,,
45329,Chris,NULL,Tashima,0000-00-00,,
45337,Sam,NULL,Phillips,1962-01-28,,"Glendale, California USA"
45407,Mark,NULL,Duplass,1976-12-07,"From Wikipedia, the free encyclopedia.  Mark ","New Orleans, Louisiana, U"
45415,William,NULL,Katt,1951-02-16,"From Wikipedia, the free encyclopedia.

Willi","Los Angeles, California, "
45416,Kent,NULL,Osborne,0000-00-00,,
45466,Joan,NULL,Greenwood,1921-03-04,"From Wikipedia, the free encyclopedia.

Joan ","Chelsea, London, England,"
45566,Roger,NULL,Bart,1962-09-29,,
45827,Ashley,NULL,Greene,1987-02-21,"From Wikipedia, the free encyclopedia.

Ashle","Jacksonville, Florida, US"
46074,Rachael,NULL,Harris,1968-01-12,"From Wikipedia, the free encyclopedia

Rachae","Worthington, Ohio, USA"
46128,Amanda,NULL,Ooms,1964-09-04,"From Wikipedia, the free encyclopedia.

Amand","Kalmar, Kalmar län, Swede"
46346,Rich,NULL,Turner,0000-00-00,,
46418,Mickey,NULL,Knox,1921-12-24,,
46423,Olivia,NULL,d'Abo,1969-01-22,"From Wikipedia, the free encyclopedia.

Olivi","Paddington, London, Engla"
46593,Emile,NULL,Hirsch,1985-03-13,"From Wikipedia, the free encyclopedia

Emile ","Topanga Canyon, Kaliforni"
46774,Gwendoline,NULL,Yeo,1977-07-10,"From Wikipedia, the free encyclopedia.

Gwend",Singapore
46801,Jacob,NULL,Kogan,1995-05-28,,
46919,Thomas,F.,Duffy,1955-11-09,"From Wikipedia, the free encyclopedia

Thomas","Newark, New Jersey"
47058,Lisa,NULL,Thornhill,1966-09-30,,
47401,Drewe,NULL,Henley,0000-00-00,,
47456,Season,NULL,Hubley,1951-03-14,"From Wikipedia, the free encyclopedia.

Seaso","New York City"
47468,Frances,de,la,1944-07-30,,
47533,Paula,NULL,Malcomson,0000-00-00,"​From Wikipedia, the free encyclopedia.  

Pa","Belfast - Northern Irelan"
47646,Catherine,NULL,Tate,1968-05-12,"From Wikipedia, the free encyclopedia.  Cathe","Bloomsbury, London, Engla"
47698,Denis,NULL,Lawson,1947-09-27,"​From Wikipedia, the free encyclopedia

Denis","Perthshire, Scotland, UK"
47712,Mark,NULL,Heap,1957-05-13,,
47720,Ruth,NULL,Wilson,1982-01-13,"From Wikipedia, the free encyclopedia

Ruth W","Ashford, Surrey, England"
47774,Vincent,NULL,Pastore,1946-07-14,"From Wikipedia, the free encyclopedia

Vincen","Bronx, New York, USA"
47779,Pasquale,NULL,Aleardi,1971-06-01,,"Zürich, Switzerland"
47780,Wladimir,NULL,Klitschko,0000-00-00,,
47825,Jérôme,Le,Banner,1972-12-26," ","Le Havre, France"
47859,Lee,NULL,Horsley,1955-05-15,,
47864,Lesley,NULL,Dunlop,1956-03-10,,
47872,Peter,NULL,Jessop,0000-00-00,,
47879,John,NULL,Savage,1949-08-25,"​From Wikipedia, the free encyclopedia.  John","Old Bethpage, Long Island"
47933,Adam,NULL,James,0000-00-00,,
47934,Dylan,NULL,Smith,0000-00-00,,
48312,Noah,NULL,Segan,1983-10-05,"​From Wikipedia, the free encyclopedia

Noah ","Brooklyn, New York, USA"
48810,Scott,NULL,Paulin,1950-02-13,"Scott Paulin is an actor and director.","Steubenville - Ohio - USA"
49056,Martin,NULL,Wuttke,1962-02-08,"From Wikipedia, the free encyclopedia.

Marti",
49201,Philippe,NULL,Brenninkmeyer,0000-00-00,,
49271,Brian,NULL,Geraghty,1974-05-13,"From Wikipedia, the free encyclopedia

Brian ","Toms River, New Jersey, U"
49275,Spencer,NULL,Garrett,1963-09-19,"From Wikipedia, the free encyclopedia.  Spenc","Los Angeles - California "
49278,Olivier,NULL,Rabourdin,1959-03-03," ",
49357,Bill,NULL,Mumy,1954-02-01,,
49487,Richard,NULL,Sammel,0000-00-00,,
49706,Adam,NULL,Rodríguez,1975-04-02,,
49766,Kirsten,NULL,Block,0000-00-00,,
49818,Jacqueline,NULL,Obradors,1966-10-06,"​From Wikipedia, the free encyclopedia

Jacqu","San Fernando Valley, Cali"
49863,Jean-François,NULL,Gallotte,1953-11-18,,"Paris, France"
49915,Jesse,NULL,McCartney,1987-04-09,"From Wikipedia, the free encyclopedia.

Jesse","Ardsley, New York, United"
49918,Charlie,NULL,Tahan,1997-12-01,"​From Wikipedia, the free encyclopedia  Charl","Glen Rock, New Jersey, US"
49920,Willow,NULL,Smith,2000-10-31,"​From Wikipedia, the free encyclopedia

Willo","Los Angeles, California, "
49947,Gérard,NULL,Watkins,0000-00-00,,
49965,Tim,NULL,Dutton,0000-00-00,,
49971,Jennifer,NULL,Ehle,1969-12-29,"From Wikipedia, the free encyclopedia.

Jenni","Winston-Salem, North Caro"
50117,Peter,NULL,Hermann,1967-08-15,,"New York City - New York "
50217,Michael,NULL,Kelly,1969-05-22,"From Wikipedia, the free encyclopedia

Michae","Philadelphia, Pennsylvani"
50266,Shemar,NULL,Moore,1970-04-20,"From Wikipedia, the free encyclopedia.  Shema","Oakland, California"
50347,Rachel,NULL,Nichols,1980-01-08,"​From Wikipedia, the free encyclopedia.

Rach","Augusta - Maine - USA"
50880,Robert,NULL,Beltran,1953-11-19,"From Wikipedia, the free encyclopedia.

Rober","Bakersfield, California"
51072,Kate,NULL,Mara,1983-02-27,"From Wikipedia, the free encyclopedia

Kate M","Bedford - New York - USA"
51298,Dax,NULL,Shepard,1975-01-02,"From Wikipedia, the free encyclopedia.  

Dax","Milford, Michigan, USA"
51300,Derek,NULL,Mears,1972-04-29,"From Wikipedia, the free encyclopedia

Derek ","Bakersfield, California, "
51301,Douglas,NULL,Tait,0000-00-00,,
51303,Jeff,NULL,Wolfe,0000-00-00,,
51329,Bradley,NULL,Cooper,1975-01-05,"Bradley Cooper (born January 5, 1975) is an A","Philadelphia, Pennsylvani"
51381,Michael,NULL,Weston,1973-10-25,"​From Wikipedia, the free encyclopedia.    Mi","New York, New York, USA"
51383,Tyler,NULL,Labine,1978-04-29,"From Wikipedia, the free encyclopedia

Tyler ","Brampton, Ontario, Canada"
51464,Roy,NULL,McCrerey,0000-00-00,,
51544,Mare,NULL,Winningham,1959-05-16,"From Wikipedia, the free encyclopedia.  Mare ","Phoenix, Arizona, U.S."
51576,Chuck,NULL,Norris,1940-03-10,"​From Wikipedia, the free encyclopedia.  

Ca","Ryan, Oklahoma"
51581,Clarence,NULL,Gilyard,0000-00-00,,
51636,Jacky,NULL,Ido,1977-05-14,,
51651,Joachim,Paul,Assböck,0000-00-00,,
51670,Johnathon,NULL,Schaech,1969-09-10,"​From Wikipedia, the free encyclopedia.  

Jo","Edgewood, Maryland, USA"
51754,Freda,Foh,Shen,0000-00-00,"Freda Foh Shen is an actress.",
51792,Rory,NULL,Cochrane,1972-02-28,"From Wikipedia, the free encyclopedia.  Rory ","Syracuse, New York, U.S."
51797,Nathan,NULL,Fillion,1971-03-27,"From Wikipedia, the free encyclopedia.

Natha","Edmonton - Alberta - Cana"
51798,Katee,NULL,Sackhoff,1980-04-08,"Kathryn Ann ""Katee"" Sackhoff (born April 8, 1","Portland, Oregon, USA"
51799,Craig,NULL,Fairbrass,1964-05-06,"From Wikipedia, the free encyclopedia.

Craig","Stepney, London, England,"
51857,Tim,NULL,Meadows,1961-02-05,"From Wikipedia, the free encyclopedia

Tim Me","Highland Park, Michigan, "
51902,Fernando,NULL,Cayo,1968-04-22,,
51930,Wade,NULL,Williams,1961-12-24,"From Wikipedia, the free encyclopedia.

Wade ","Tulsa - Oklahoma - USA"
51936,Lindy,NULL,Booth,1979-04-02,"From Wikipedia, the free encyclopedia

Lindy ","Oakville, Ontario, Canada"
51944,Mike,NULL,Epps,1970-11-18,"From Wikipedia, the free encyclopedia.

Micha","Indianapolis, Indiana, US"
51957,Roger,L.,Jackson,0000-00-00,,
51976,D.J.,NULL,Cotrona,1980-05-23,"From Wikipedia, the free encyclopedia.  Donal","Wallingford, Connecticut,"
51989,Jessica,NULL,Lucas,1985-09-24,"From Wikipedia, the free encyclopedia.

Jessi","Vancouver - British Colum"
51990,T.,J.,Miller,1981-06-04,"From Wikipedia, the free encyclopedia.

Todd ","Denver, Colorado, U.S."
51994,Margot,NULL,Farley,0000-00-00,,
51997,Kelvin,NULL,Yu,0000-00-00,,
51998,Liza,NULL,Lapira,1981-12-03,"From Wikipedia, the free encyclopedia.

Liza ","Queens, New York, U.S."
52018,Britt,NULL,Robertson,1990-04-18,"​From Wikipedia, the free encyclopedia.

Brit","Charlotte - North Carolin"
52020,Norbert,Leo,Butz,1967-01-30,,
52374,Bruce,NULL,Davison,1946-06-28,"​From Wikipedia, the free encyclopedia.  

Br","Philadelphia, Pennsylvani"
52394,Lauren,Lee,Smith,1980-06-19,"From Wikipedia, the free encyclopedia.

Laure","Vancouver, British Columb"
52398,Mikael,NULL,Persbrandt,1963-09-25,"Mikael Åke Persbrandt is a Swedish actor. In ","Jakobsberg, Sweden"
52404,Mae,NULL,Whitman,1988-06-09,"From Wikipedia, the free encyclopedia.

Mae M","Los Angeles, California, "
52414,Cameron,NULL,Bright,1993-01-26,"From Wikipedia, the free encyclopedia.

Camer","Victoria, British Columbi"
52419,Josh,NULL,Hamilton,1969-06-09,"From Wikipedia, the free encyclopedia.

Josh ","New York City - New York "
52476,Dylan,NULL,Bruno,1972-09-06,"From Wikipedia, the free encyclopedia.

Dylan","Milford, Connecticut, U.S"
52480,Eddie,Kaye,Thomas,1980-10-31,"From Wikipedia, the free encyclopedia

Eddie ","New York City, New York, "
52583,Wagner,NULL,Moura,1976-06-27,,
52601,Sean,NULL,Hayes,1970-06-26,"From Wikipedia, the free encyclopedia.

Sean ","Glen Ellyn, Illinois, USA"
52605,Eva,NULL,Longoria,1975-03-15,"From Wikipedia, the free encyclopedia.

Eva J","Corpus Christi, Texas, US"
52628,Sofia,NULL,Milos,1965-09-27,"From Wikipedia, the free encyclopedia

Sofia ","Zurich, Switzerland"
52639,Tom,NULL,Wlaschiha,1974-06-20,"Thomas ""Tom"" Wlaschiha (born 20 June 1973) is","Dohna, Germany"
52699,Danny,NULL,Mann,1951-07-28,"From Wikipedia, the free encyclopedia.  Danie",
52702,Jonathan,NULL,Walker,1967-09-13,"From Wikipedia, the free encyclopedia.

Jonat","Henley-on-Thames - Englan"
52760,Alan,NULL,Dale,1947-05-06,"Alan Hugh Dale (born 6 May 1947, height 6' 1""","Dunedin - Otago - New Zea"
52762,Pavel,NULL,Lychnikoff,1967-02-16,,
52775,Kristin,NULL,Chenoweth,1968-07-24,"From Wikipedia, the free encyclopedia.  

Kri","Broken Arrow - Oklahoma -"
52792,Maya,NULL,Rudolph,1972-07-27,"From Wikipedia, the free encyclopedia.

Maya ","Gainesville, Florida, U.S"
52848,Isla,NULL,Fisher,1976-02-03,"Isla Lang Fisher (born February 3, 1976) is a","Muscat, Oman"
52849,Louis,NULL,C.K.,1967-09-12,"From Wikipedia, the free encyclopedia.

Louis","Washington, D.C., U.S."
52851,Paula,NULL,Patton,1975-12-05,"From Wikipedia, the free encyclopedia.

Paula","Los Angeles - California "
52852,Kat,NULL,Dennings,1986-06-13,"From Wikipedia, the free encyclopedia.

Kathe","Philadelphia - Pennsylvan"
52860,Judah,NULL,Friedlander,1969-03-16,"From Wikipedia, the free encyclopedia

Judah ","Gaithersburg, Maryland, U"
52865,Garry,NULL,Shandling,1949-11-29,"From Wikipedia, the free encyclopedia.

Garry","Chicago, Illinois, USA"
52885,Ritchie,NULL,Montgomery,0000-00-00,,
52888,Paul,NULL,Ritter,0000-00-00,,
52890,Richard,NULL,Coyle,1972-02-27,,"Sheffield, England"
52997,Rob,NULL,Corddry,1971-02-04,"From Wikipedia, the free encyclopedia.

Rober","Weymouth - Massachusetts "
53116,Eric,NULL,Lively,1981-07-31,"From Wikipedia, the free encyclopedia.

Eric ",
53122,Fran,NULL,Drescher,1957-09-30,"​From Wikipedia, the free encyclopedia

Franc","Flushing, New York, U.S."
53256,Terry,NULL,Crews,1968-07-30,"Terrence Alan ""Terry"" Crews is an American ac","Flint, Michigan, USA "
53258,David,NULL,Banner,1974-04-11,"From Wikipedia, the free encyclopedia.  

​
L","Jackson, Mississippi USA"
53259,Michael,NULL,Raymond-James,0000-00-00,,
53281,Di,NULL,Quon,0000-00-00,,
53283,Jonathan,Taylor,Thomas,1981-09-08,"From Wikipedia, the free encyclopedia

Jonath","Bethlehem, Pennsylvania, "
53328,Julia,NULL,Sawalha,1968-09-09,,
53336,Brandon,T.,Jackson,1984-03-07,"From Wikipedia, the free encyclopedia.

Brand","Detroit, Michigan, US"
53492,Sam,NULL,Huntington,1982-04-01,"​From Wikipedia, the free encyclopedia.   Sam","Peterborough, New Hampshi"
53493,Kal,NULL,Penn,1977-04-23,"From Wikipedia, the free encyclopedia

Kalpen"," Montclair, New Jersey, U"
53587,Peter,NULL,Diamond,0000-00-00,,
53589,Phillip,NULL,Brock,0000-00-00,,
53650,Anthony,NULL,Mackie,1979-09-23,"From Wikipedia, the free encyclopedia

Anthon","New Orleans, Louisiana, U"
53688,Lily,NULL,Cole,1988-05-19,,
53714,Rachel,NULL,McAdams,1978-11-17,"Canadian actress Rachel McAdams was born on N","London - Ontario - Canada"
53755,Elizabeth,NULL,Reaser,1975-06-15,"From Wikipedia, the free encyclopedia.  Eliza","Bloomfield, Michigan, USA"
53760,Kevin,NULL,Thompson,0000-00-00,,
53761,Christopher,NULL,Gorham,1974-08-14,"From Wikipedia, the free encyclopedia.

Chris","Fresno - California - USA"
53763,Tito,NULL,Larriva,0000-00-00,,
53807,Armie,NULL,Hammer,1986-08-28,"From Wikipedia, the free encyclopedia. Armand","Los Angeles, California, "
53820,Michael,C.,Hall,1971-02-01,"From Wikipedia, the free encyclopedia.

Micha","Raleigh, North Carolina, "
53862,Kaley,NULL,Cuoco,1985-11-30,"​From Wikipedia, the free encyclopedia.

Kale","Camarillo - California - "
53863,Simon,NULL,Helberg,1980-12-09,"From Wikipedia, the free encyclopedia.

Simon","Los Angeles, California, "
53916,Ralph,NULL,Brown,1957-06-18,,
53930,Tina,NULL,Majorino,1985-02-07,"From Wikipedia, the free encyclopedia.

Tina ","Westlake, California, U.S"
54122,Gwen,NULL,Verdon,1925-01-13,,
54124,Marceline,NULL,Hugot,1960-02-10,,
54203,Tinsel,NULL,Korey,0000-00-00,,
54247,Aaron,NULL,Yoo,1979-05-12,"From Wikipedia, the free encyclopedia.

Aaron","New Jersey, USA"
54415,Josh,NULL,Gad,1981-02-23,"​From Wikipedia, the free encyclopedia

Joshu",
54424,Maya,NULL,Angelou,1928-04-04,,
54476,Jordan,NULL,Prentice,1973-01-30,,
54479,Bailee,NULL,Madison,1999-10-15,"From Wikipedia, the free encyclopedia.

Baile","Fort Lauderdale, Florida,"
54492,James,NULL,Gaylyn,0000-00-00,,
54564,George,Buck,Flower,1937-10-28,"From Wikipedia, the free encyclopedia.

Georg","Milton-Freewater, Oregon,"
54586,Molly,NULL,Cheek,1950-03-02,,
