MovieID,MovieName,RunTime,ReleaseDate,Language,Rating,Vote_count,Plot,Poster
49047,Gravity,91,2013-10-04,English,7.90,766,"Dr. Ryan Stone (Sandra Bullock), a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expance of space…",NULL
49051,"The Hobbit: An Unexpected Journey",169,2012-12-14,English,6.50,4046,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",NULL
49519,"The Croods",98,2013-03-21,English,6.80,761,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",NULL
49521,"Man of Steel",143,2013-06-14,English,6.50,2392,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",NULL
49524,R.I.P.D.,96,2013-07-19,English,5.60,241,"A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.",NULL
49529,"John Carter",132,2012-03-07,English,5.90,564,"Civil War vet John Carter is transplanted to Mars, where he discovers a lush, wildly diverse planet whose main inhabitants are 12-foot tall green barbarians. Finding himself a prisoner of these creatures, he escapes, only to encounter Dejah Thoris, Princess of Helium, who is in desperate need of a savior.",NULL
49538,"X-Men: First Class",132,2011-05-24,Deutsch,6.70,2103,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",NULL
50108,"Sars Wars: Bangkok Zombie Crisis",95,2004-12-16,ภาษาไทย,4.50,1,"The fourth generation of the virus SARS is found in Africa! It's more dangerous and causes the patients to transform into bloodthirsty zombies. The virus quickly lands to Thailand, Dr. Bryan Thompson who creates the anti-virus, ends up getting infected while doing his experiment and soon the virus is spreading to all the residents of his same building. At that time, Khun is trying to help a young girl who's being kidnapped in the building... He ends up trapped in the building with only his precious sword as a weapon. Surrounded by the zombies, he has to find the girl and escape from the building before the government drops a bomb to destroy the virus and the building.",NULL
50444,"Mr. Peek-a-Boo",90,1951-04-06,Français,0.00,0,"A simple civil servant Léon, who has the unusual ability to walk through walls, falls madly in love with a hotel thief by the name of Susan. He poses as Garou-Garou, a dangerous gangster to attempt to woo her affections, but is arrested and sent to jail. While in jail he annoys the guards by walking in and out of his cell, and keeps persuading Susan to cease her criminal way of life. As fundamentally being an honest and law-abiding citizen, he eventually handles back everything he has stolen, is acquitted by the court, and becomes famous and respected. When he learns that Susan is planning to return to England and start a new life, he decides to confess to her his emotions. However, the couple is interrupted by a sudden rush of journalists. Trying to escape in a building, they get cornered on a corridor, and Léon pushes Susan through a nearby wall. But by doing this, he loses his own wall-walking ability, and the film concludes.",NULL
50546,"Just Go With It",117,2011-02-11,English,6.20,292,"In Just Go With It, a plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",NULL
50619,"The Twilight Saga: Breaking Dawn - Part 1",117,2011-11-17,English,5.70,771,"The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world. Bella soon discovers she is pregnant, and during a nearly fatal childbirth, Edward finally fulfills her wish to become immortal. But the arrival of their remarkable daughter, Renesmee, sets in motion a perilous chain of events that pits the Cullens and their allies against the Volturi, the fearsome council of vampire leaders, setting the stage for an all-out battle.",NULL
51017,"Madea's Big Happy Family",106,2011-04-22,English,6.70,28,"Shirley has important news for her family, but she has five grown children with different lifestyles and finds it difficult to get them and the kids all together. So in steps Madea, the Matriarch General, to put the family's life in perspective with a hilarious twist on financial difficulties, drugs and, most important, family secrets. The next generation has a lot to learn. In her own way, Madea expresses how deliverance won't change you to be someone else, but will allow you to be who you really are.",NULL
51497,"Fast Five",130,2011-04-28,English,6.90,467,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",NULL
52520,"Underworld: Awakening",88,2012-01-18,English,6.00,921,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",NULL
53182,"300: Rise of an Empire",102,2014-03-07,English,6.50,117,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",NULL
54138,"Star Trek Into Darkness",132,2013-05-16,English,7.40,1722,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",NULL
54441,"Angel of Evil",102,2010-09-06,Italiano,7.80,5,"Set in Italy in the 1970s, VALLANZASCA is the true story of the Italian underworld’s most infamous outlaw. A criminal by age 9, Renato Vallanzasca grew up to become the country’s most notorious mobster before the age of 27. Vallanzasca and his gang wrested control of the Milan underworld with a string of high profile robberies, kidnappings and murders. In the process, he captivated the public and earned the nickname ‘il bel Renè’ – for his devilish charm and handsome face. Arrested multiple times, his daring escapes from prison enraged the government, angered his rivals and fed his legend.",NULL
55821,"The Tribe",105,1998-01-01,English,6.00,1,"Property developer Jamie has to evict some weird, post-modern hippies from a building. But they slowly drag him into their dark underworld of bizarre rituals and dangerous liaisons.",NULL
56292,"Mission: Impossible - Ghost Protocol",133,2011-12-21,English,6.40,1710,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",NULL
57158,"The Hobbit: The Desolation of Smaug",161,2013-12-13,English,7.70,456,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",NULL
57165,"Wrath of the Titans",99,2012-03-29,English,5.60,485,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",NULL
57201,"The Lone Ranger",149,2013-07-03,English,6.20,478,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",NULL
57800,"Ice Age: Continental Drift",88,2012-07-13,English,6.10,1090,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",NULL
58244,"Upside Down",104,2013-03-26,English,6.10,230,"In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?",NULL
58574,"Sherlock Holmes: A Game of Shadows",129,2011-12-16,English,6.70,1257,"There is a new criminal mastermind at large--Professor Moriarty--and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",NULL
59951,"Jack Falls",100,2011-03-21,English,6.30,5,"Former undercover police officer Jack Adleth returns to London seeking those who tried to have him killed in Amsterdam.",NULL
59962,"This Means War",97,2012-02-17,English,5.70,413,"Two CIA agents, Tuck and Frank who are also best friends, have been benched because someone's after them. Tuck is divorced with a son whom he's not close to and Frank is a ladies man. Tuck decides to try and find someone so he places his profile on a dating website. Lauren, a woman also looking for a guy sees tuck's profile and goes with him. She later bumps into Frank and he hits on her and she goes out with him. she's intrigued by both of them. When they learn that they're dating the same girl, they agree to let her choose. But both can't help but use their skills to keep tabs on her and each other. And also sabotage each others dates with her.",NULL
59967,Looper,118,2012-09-28,English,6.20,2061,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",NULL
62177,Brave,93,2012-06-22,English,6.30,1664,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",NULL
62211,"Monsters University",110,2013-06-21,English,6.90,886,"A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.",NULL
62680,Trackman,NULL,2007-09-13,NULL,0.00,0,NULL,NULL
64635,"Total Recall",121,2012-08-03,English,5.70,1006,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.",NULL
64682,"The Great Gatsby",143,2013-05-10,English,7.00,650,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await",NULL
64686,"47 Ronin",118,2013-12-25,English,6.50,89,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.  47 Ronin is helmed by visionary director Carl Erik Rinsch (The Gift).  Inspired by styles as diverse as Miyazaki and Hokusai, Rinsch will bring to life the stunning landscapes and enormous battles that will display the timeless Ronin story to global audiences in a way that’s never been seen before.",NULL
64807,"Grudge Match",113,2013-12-25,English,7.00,21,"A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.",NULL
65291,"Green Lantern: Emerald Knights",84,2011-06-07,English,6.40,33,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.",NULL
68718,"Django Unchained",165,2012-12-25,English,7.20,4180,"A slave-turned-bounty hunter sets out to rescue his wife from the brutal Calvin Candie, a Mississippi plantation owner.",NULL
68721,"Iron Man 3",130,2013-05-03,English,6.80,4449,"The brash-but-brilliant industrialist Tony Stark faces an enemy whose reach knows no bounds. When Stark finds his personal world destroyed at his enemy’s hands, he embarks on a harrowing quest to find those responsible. This journey, at every turn, will test his mettle. With his back against the wall, Stark is left to survive by his own devices, relying on his ingenuity and instincts to protect those closest to him. As he fights his way back, Stark discovers the answer to the question that has secretly haunted him: does the man make the suit or does the suit make the man?",NULL
68724,Elysium,109,2013-08-09,English,6.80,677,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",NULL
68726,"Pacific Rim",131,2013-07-12,English,6.70,1571,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",NULL
68728,"Oz: The Great and Powerful",130,2013-03-08,English,5.50,2020,"Oscar Diggs, a small-time circus magician with dubious ethics, is hurled away from dusty Kansas to the vibrant Land of Oz. At first he thinks he's hit the jackpot-fame and fortune are his for the taking. That all changes, however, when he meets three witches, Theodora, Evanora, and Glinda, who are not convinced he is the great wizard everyone's been expecting. Reluctantly drawn into the epic problems facing the Land of Oz and its inhabitants, Oscar must find out who is good and who is evil before it is too late. Putting his magical arts to use through illusion, ingenuity-and even a bit of wizardry-Oscar transforms himself not only into the great and powerful Wizard of Oz but into a better man as well.",NULL
68734,Argo,120,2012-10-12,English,6.70,1392,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",NULL
70160,"The Hunger Games",142,2012-03-23,English,6.30,4352,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",NULL
70981,Prometheus,124,2012-06-07,English,6.00,1945,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",NULL
71552,"American Reunion",113,2012-04-06,English,5.80,657,"In the comedy American Reunion, all the American Pie characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about - and get inspired by - the hormonal teens who launched a comedy legend.",NULL
71672,"Wrong Turn 4: Bloody Beginnings",93,2011-10-17,English,5.00,17,"Follows a group of friends that decide to go snowmobiling during their winter break. They make a ""wrong turn"", getting lost in a storm.",NULL
71676,"Ghost Rider: Spirit of Vengeance",95,2011-12-10,English,4.90,333,"Nicolas Cage reprises his role as Johnny Blaze in Ghost Rider Spirit of Vengeance. In this gritty new vision for the character, Johnny is still struggling with his curse as the devil's bounty hunter - but he may risk everything as he teams up with the leader of a group of rebel monks (Idris Elba) to save a young boy from the devil... and possibly rid himself of his curse forever",NULL
71679,"Resident Evil: Retribution",95,2012-09-14,English,5.60,728,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",NULL
72190,"World War Z",116,2013-06-21,English,6.80,1254,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",NULL
72331,"Abraham Lincoln: Vampire Hunter",94,2012-06-22,Deutsch,5.50,383,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",NULL
72559,"G.I. Joe: Retaliation",110,2013-03-29,English,5.40,1843,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",NULL
72710,"The Host",125,2013-03-29,English,5.80,673,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",NULL
74461,"Knights of Badassdom",86,2013-01-21,English,7.00,6,"Movie follows the exploits of a group of Live-action role players who accidentally release demon from hell and must deal with the consequences.",NULL
74510,"Kevin Hart: Laugh at My Pain",89,2011-09-09,English,8.30,6,"Experience the show that quickly became a national phenomenon. Get an up-close and personal look at Kevin Hart back in Philly where he began his journey to become one of the funniest comedians of all time. You will laugh 'til it hurts!",NULL
75258,"Secret of the Wings",92,2012-10-23,English,6.20,41,"First appearing in J.M. Barrie's 1904 stage play and subsequent novel, Peter Pan or The Boy Who Wouldn't Grow Up, the fictional Tinker Bell, a fairy, is the central character in the ""Disney Fairies"" series of computer-animated television and films produced by DisneyToon Studios. The fourth installment of the series is Tinker Bell and the Mysterious Winter Woods. Each of the productions uses one of the four seasons as a subplot for the fairies' latest escapades, with ""winter"" closing out the ""year.""",NULL
75612,Oblivion,126,2013-04-18,English,6.00,1966,"Jack Harper (Tom Cruise) is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",NULL
75656,"Now You See Me",115,2013-05-31,English,7.10,1113,"Four magicians each answer a mysterious summons to an obscure address with secrets inside. A year later, they are the Four Horseman, big time stage illusionists who climax their sold out Las Vegas show with a bank apparently robbed for real. This puts agents Dylan Rhodes of the FBI and Alma Vargas of Interpol on the case to find out how they did it. However, this mystery proves difficult to solve even with the insights of the professional illusion exposer, Thaddeus Bradley. What follows is a bizarre investigation where nothing is what it seems with illusions, dark secrets and hidden agendas galore as all involved are reminded of a great truth in this puzzle: the closer you look, the less you see.",NULL
75780,"Jack Reacher",130,2012-12-21,English,6.00,1271,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",NULL
76101,Freerunner,87,2011-10-18,English,4.90,7,"With a ticking bomb locked to his neck, a young freerunner races against the clock and all types of baddies to get from one end of the city to the other to save himself and his girlfriend.",NULL
76163,"The Expendables 2",103,2012-08-17,English,5.90,1325,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",NULL
76170,"The Wolverine",126,2013-07-25,English,6.30,1348,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",NULL
76203,"12 Years a Slave",134,2013-10-18,English,7.90,169,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",NULL
76285,"Percy Jackson: Sea of Monsters",106,2013-08-07,English,6.40,217,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece and to stop an ancient evil from rising.",NULL
76338,"Thor: The Dark World",112,2013-11-08,English,7.10,517,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",NULL
76492,"Hotel Transylvania",91,2012-09-27,English,6.40,702,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",NULL
76589,"Justice League: Doom",77,2012-02-28,English,6.70,24,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",NULL
76640,"The Last Stand",107,2013-01-18,English,5.50,550,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",NULL
76649,Pompeii,105,2014-02-21,English,7.00,20,"Set in 79 A.D., POMPEII tells the epic story of Milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",NULL
77338,Intouchables,112,2011-11-02,Français,7.80,937,"A true story of two men who should never have met - a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.",NULL
77663,"Killing Season",90,2013-07-12,English,5.20,185,"Two veterans of the Bosnian War, one American, one Serbian, who clash in the remote Smoky Mountain wilderness.",NULL
77931,"The Smurfs 2",105,2013-07-31,English,5.90,181,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",NULL
77950,Turbo,96,2013-07-19,English,6.10,337,"The tale of an ordinary garden snail who dreams of winning the Indy 500.",NULL
77951,"Walking With Dinosaurs",87,2013-12-20,English,6.40,8,"Walking with Dinosaurs 3D is an upcoming film depicting life-like 3D dinosaur characters set in photo-real landscapes that will transport audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is scheduled for release on October 11, 2013.",NULL
78383,"Nurse 3-D",99,2014-02-07,English,5.80,8,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.",NULL
79067,"Lost Place",101,2013-09-19,Deutsch,4.00,1,"While on a GPS treasure hunt in the Palatinate forest four teenagers come across an old US military radio tower station. Back in the days of the Cold War it was part of a secret military program that produced horrific side effects, but has long since abandoned. Until now, when the station is mysteriously powered up again.",NULL
79218,"Ice Age: A Mammoth Christmas",NULL,2011-11-24,NULL,6.70,31,NULL,NULL
80274,"Ender's Game",114,2013-10-30,English,7.20,211,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",NULL
80304,"Casa De Mi Padre",NULL,2012-03-16,NULL,7.30,9,NULL,NULL
80321,"Madagascar 3: Europe's Most Wanted",93,2012-06-08,English,6.30,701,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",NULL
81005,"Jack the Giant Slayer",114,2013-03-01,English,5.50,1691,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",NULL
81452,"The Japanese Wife Next Door",60,2004-06-23,日本語,5.90,6,"An outrageous and insanely over the top erotic (‘Pinku’) movie that delights in breaking several taboos, in the unique way that only a Pinku movie can! The story starts with office worker Takashi, who shares a drink one night with two women (Mina and Sakura). Fate intervenes and he subsequently ends up marrying Sakura (played by busty JAV Idol, Reiko Yamaguchi). The newlywed couple move into Takashi’s family home (shared with his sister, father and grandfather), but Sakura’s nymphomaniac sex drive soon starts to cause tensions.  When Takashi starts to falter in his marital duties, Sakura turns to the rest of the family in order to satisfy her nympho lust….  Trivia: This movie was followed by a sequel (The Japanese Wife Next Door – Part 2) which features the exact same cast, but follows Takashi’s fate if he had married Mina (the other woman he shared the drink with that night) instead.",NULL
82675,"Taken 2",91,2012-10-04,English,5.90,902,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",NULL
82684,"Chasing Mavericks",117,2012-10-26,English,6.90,51,"Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.",NULL
