Review_ReviewID,SummaryContent
10054,"America, mid-nineteenth century, just prior to the Civil War. Winter. Two horsebacked slave-traders are leading half-a-dozen manacled negro slaves through a large, unspecified section of Texas. As they move one night through a wood, they cross paths with an affable, charming German fellow identified by the hokey model tooth affixed atop his carriage by a spring as a travelling dentist. He greets the traders cordially but he's struggling to be understood; not because English is his second language (although he deferentially concedes as much when instructed - more than once - to ""Speak English!"") but because his vocabulary is far wider than that of the simpler men here before him. It's not a chance passing, either; this German fellow, who identifies himself as Dr. King Schultz (played by Christoph Waltz with the same smiling, deadly menace that earned him an Oscar statue for his part as Col. Hans Landa in Inglourious Basterds) is looking for these traders. More specifically, their inventory of negro slaves. Even more specifically, one of those slaves in particular. Django (Jamie Foxx, Collateral, Ray). Attempting to buy Django, Schultz is met with short, suspicious shrift and ordered at gunpoint to be on his way. Within a second, one trader lies dead and the other lies incapacitated underneath the bulk of his dead horse. Schultz unchains Django, instructs Django to take the dead fellow's horse and coat, and pays the remaining trader for all that he's taken. He then tosses the manacle key to the other slaves and posits two choices to them, as he sees it: Carry their injured master thirty-plus miles to the nearest town for medical assistance, or unchain themselves, blow the injured slave-trader's head off with the gun Shultz has left them, bury the corpses and use the Pole Star to run for the Northern states, where slavery had been abolished, and for more than fifty years in some areas. Funnily enough, they take up the latter option.

So begins Django Unchained, an oater set in the slave states of the Deep South and the latest rollercoaster by Gen-X movieland wunderkind Quentin Tarantino. Always clearly a man heavily informed by the grindhouse subgenre of the Spaghetti Western, he's finally made one himself, and if Quentin's your thing it's a blast, though I doubt it'll convert many Tarantino sceptics; in fact it'll almost certainly reinforce those things that people dislike about him, about which more later.

It transpires that Dr. Schultz ISN'T a dentist (""I haven't practised dentistry in five years,"" he confides to Django over a beer) but a bounty hunter, and a lethal one at that. He's chasing down the Brittles, a murderous gang of brothers currently plying their trades as plantation overseers. He doesn't know what they look like but he knows they were recently employed at the Carrucan plantation, which is why he was searching for Django - a slave recently sold by that very plantation - in the first place; Django can point them out for him. Schultz is no fan of the South's backwards-thinking propensity for slavery though, and he offers Django a deal: help Schultz find and kill the Brittle Brothers, Schultz will treat Django like a free man, pay him $75 (a decent little wedge in 1858) and rubber-stamp his freedom. Along the way, he'll also teach Django a thing or two about the art of gunfighting and about the macabre trade of bounty-hunting (both in which Django proves to be a natural). On the trail of the Brittles, Schultz wonders aloud as to Django's plans once this endeavour is over and he's free. Well, as it happens, Django is a married man and his intention, once free, is to find his wife and buy her freedom. They'd tried to run from the Carrucan plantation together but they'd been caught, branded (both Django and his wife - played with all of her nerves exposed by Kerry Washington - sport R-For-Runaway scars on their cheeks) and sold on, separately. So he doesn't know where she is but that's what he's going to try to do. Schultz, feeling responsible for Django as the man granting him his freedom, proposes a further deal: If this Brittle bounty goes well, he'll honour Django's freedom but if Django stays with him through the winter as partners, taking on bounties and earning money, he'll help Django locate his wife.

What we have here is a large sequence of set-pieces - some funny, some tense, some action-packed - stretched across very-nearly three hours (though, like most QT films, it moves like a bullet train and those three hours just fly) strung together by a fairly simple revenge/rescue tale set against a geographically sprawling backdrop; a reasonably similar template to many of Quentin's movies and an almost identical template to that of previous outing Inglourious Basterds, to which Django Unchained could almost be considered a companion piece despite the wildly different global and historical settings. Like Inglourious Basterds, Django Unchained is quite a bit longer than the story need be, and like Inglourious Basterds that is because each scene is treated by Tarantino as a mini movie, a contained set-piece all of its own. Every scene is fleshed out and deepened for either heightened comic or dramatic effect by lengthened sequences of characters going about the mundane or by characters delivering enormous monologues - rambling shaggy-dog stories, usually - to one another, for context. Not every scene is entirely necessary, either. I wouldn't call that a flaw though, I'd call it a trait typical of Quentin Tarantino; whether it's a flaw or an outright treat depends entirely on whether that's an element of Tarantino's writing that the viewer appreciates. Personally, I love Tarantino's writer's voice and I could watch these scenes for hours (indeed, I watched Django Unchained three times over the course of yesterday), but I can fully undersand what those lamenting the decent 90-minute film that's lost somewhere within the sojourns and speeches of Django Unchained are saying.

Performances throughout are utterly mesmerising, from stars Foxx and Waltz but also - in fact, maybe more so - from principle antagonists Leonardo DiCaprio as ""Monsieur"" Calvin Candie, the horrifying owner of the ""Candyland"" plantation currently holding the ownership deeds on Django's wife, and Samuel L. Jackson in an if-anything even more monstrous role as Stephen, Candie's elderly head house slave, a man who has utterly abndoned the culture and torment of his people in return for a few material trappings as the slave-in-chief. Playing to superb comedic effect is Don Johnson as Big Daddy, a strutting, peacock-like Tennessee dandy and owner of the plantation currently employing the Brittle Brothers, and delightful in cameo roles are (among many others) James Remar (The Warriors, Dexter), Jonah Hill (Superbad, The Watch), John Jarratt (Wolf Creek, Rogue) and Michael Parks (Red State, Kill Bill). Quentin himself makes a cameo as usual and, as usual, he's not as charming as he probably thinks he is, but he's also not as bad as many think he is, either. There's even a quick cameo (raising an involuntary cheer from me!) by Franco Nero, the original Django from the magnificent 1966 film of the same name by Sergio Corbucci (that's not the only nod back to the first Django movie; the opening credits to Django Unchained are presented in exactly the same way as the original, and the theme song to Quentin's film comes directly from the Corbucci film too).

Django Unchained is likely to come under fire on a couple of counts; possibly for it's incredible levels of bloodshed (one particular gunfight is the most blood-splattered scene I've seen in a movie since those elevator doors opened in The Shining), and much more probably for the liberal use of what guilty white folks like to refer to as ""The 'N'-word"", uttered literally hundreds of times from first scene to last. However, neither criticism is warranted in my humble opinion. The bloodshed is of the overexaggerated cartoon quality. Heads, arteries and extremities explode upon bullet impact like detonated watermelons to a gloopy, ""BLAAAPP!"" sound effect, the blood itself translucent, syrupy and intentionally unrealistic. And if a tale is set against the backdrop of slavery in the 19th century deep South, you're going to hear the word ""Nigger"" in that tale. Often. Be assured though that just as Inglourious Basterds was a revenge fantasy of the downtrodden Jewish war refugees over the stupidly evil Nazi Germans, this is a tale of empowerment of the enslaved black man over his sadistic, pig-ignorant white overseers.

If you like Tarantino, you'll probably like Django Unchained. If you like Westerns (and the blood-drenched Spaghetti Westerns of the late sixties in particular), you'll probably like Django Unchained. If, like me, you're an admirer of both Tarantino AND westerns, this is a no-brainer. Get and see it, it's a blast.

I'd like to have seen him pull a Gatling gun out of a coffin, though."
10055,"Parece que fuera el  sino de la tierra y de los hombres, situacion que es posible observar a traves de la historia universal. Pero no seria posible hacer una película que muestre lo contrario? sería una lección o un modelo para todos en un mundo tan convulsionado?"
10056,"If you want an action movie, this one really rocks. There are some unneeded clichés but, all in all, is quite an enjoying journey.

In addition, Matt Damon, Jodie Foster and, remarkably, Sharlto Copley perform at great level."
10057,"First I want to say I liked this movie. I was surprised, I've been hearing bad reviews but I can't see big problem. The only issues was with the story. Apart from that the graphics where very good. The actors where okay (no major actors) and the baddies (no spoilers) where well thought out and graphically impressive (same for the robots).

All in all a good movie."
10058,"When monstrous, building-sized creatures (dubbed ""kaiju"") hell-bent on destruction begin pouring out of an extra-dimensional fissure at the bottom of the Pacific Ocean, humanity bands together to build titanic mechas called jaegers, each controlled simultaneously by two pilots whose minds are linked through a neural bond called ""The Drift."" As the kaiju get stronger and the signs point to an all-out flood of the beasts, the fate of humanity looks bleak, and the surviving jaegers are brought together for one last-ditch attempt at saving the world.

After an agonizingly long five-year wait, filled with some heartbreaking starts and stops (like the almost-weres of The Hobbit and At the Mountains of Madness), Guillermo del Toro has finally returned with his biggest budget and story yet. The Mexican master of fantasy returns to the toybox of his youth, drawing from the kaiju films of old (Godzilla, Gamera, Mothra, and the like) and anime to create the modern-day monster movie we didn't even know we wanted.

I am a genre man through and through, and del Toro's films are filled with both the intelligence of the best of science fiction, fantasy, and horror and a flawlessly-rendered vision unique to him. His innate knowledge of what makes those outlandish stories truly matter to us is the backbone of his work as a writer and director, and his visual style is one that invokes true wonder.

It's that wonder, that childlike glee that makes Pacific Rim work so well, and well it does work. This is a brawny, massive film made by a true artist and auteur at the top of his game, but while the technicals of this film could have been mounted by any number of working directors, the magic of Guillermo del Toro is that he infuses every film with himself. His love of the material, whatever it may be, shines brightly through every frame. It is this complete sincerity that makes his films such a joy to experience, and even when there are 250-foot behemoths slugging it out on the screen, there's not a trace of the disastrous irony or cynicism so readily supplied by other blockbusters anywhere to be found.

The cast gamely comes to play, with Idris Elba (TV’s Luther) as Stacker Pentecost (one of my favorite character names of all time) as the stoic leader of the jaeger program, Charlie Hunnam (TV’s Sons of Anarchy) as former pilot Raleigh Becket, who suffered a tragic loss and has to be convinced to return to jaeger service, and Oscar-nominated Rinko Kinkuchi (Babel) as Mako Mori, another life touched by the kaiju and ready to serve up some righteous fury. If these sound like tried-and-true archetypes, it’s because they are. This is a grand, epic war film on a bigger scale than anything ever attempted before in that genre, and one of the strokes of genius from del Toro and original writer Travis Beacham is that we instantly establish and identify with the characters onscreen. There are so many ideas flying around (monsters, mechas, neural bonding, kaiju culture, and many, many more) that the broadly-drawn characters serve as a perfect anchor for the audience, immediately relatable in their inherent humanity.

It seems that the mission statment of this movie was, in a word, “texture.” Del Toro delivered a visual feast unlike any other big spectacle films, with his insistence on it not looking like a “glossy car commercial.” Instead, every frame is filled with rain, snow, scuffs, smoke, debris, and other visual elements that reflect the weight and dimension of these cyclopean combatants. Unlike the ultra-glossy (and emotionally irrelevant) Transformers films, or virtually any other modern big-budget actioner, this universe feels dirty, grungy, and lived-in, like the original Star Wars trilogy.

In fact, dubbing a film “this generation’s Star Wars” has been overused to the point of robbing the phrase of all meaning. But Pacific Rim feels just like that. It invokes those most elusive of emotions in the modern studio film: wonder, awe, and sheer enjoyment. Do you remember the awe you felt upon seeing a Star Destroyer creep onto the screen? Discovering a brachiosaurus on Isla Nublar? Laying eyes on the verdant fields of Middle Earth? This film has that. No one builds worlds like del Toro, and here he is, the master, inviting you to play in his sandbox with him. Grab your favorite action figure and hop in."
10059,"My favorite movie for years!!!I absolutely love this movie!No big story.A lot of action.The only bad thing is all the fights are at night & in the rain.A bright daylight fight would have really made it great!!!"
10060,"Overdone movie for children, with tiring tricks thought for 3D but a poor animation that becomes boring for its colorfulness. If you are a kid, you may enjoy, if you are an adult, better pass ..."
10061,"Nowhere near best picture worthy, but truly excellent suspense building. The 2 hours certainly fly by with this one. Alan Arkin is a joy to watch."
10062,"I think there really is no other way to say this and please excuse my english. Argo f@#$% yourself (in a good way!). Watch it and you will understand. Solid member of my 'so worth it' category."
10063,"Very well made movie with quality writing, acting and cinematography. 

**Pros**: strong performance from the star. Technically excellent.

**Cons**: Seems to me that the ending was premature but perhaps intentionally so - for a sequel? Character development is largely weak but there are a lot of characters and already a long movie so I suspect a lot was left on the cutting room floor.

Despite some weakness, still a compelling movie worth a watch if not up to all of the hype."
10064,"Stories about revolution can be quite good.  But stories about why a revolution is needed are invariably great.  The Hunger Games is such a story.

The movie (for the most part), closely follows the book, and does a good job of it.  It also sets up the next book/movie beautifully, even better than the book itself does.

The premise, of course, is borrowed from Ancient Rome, when gladiators and/or criminals an/or people whom the emperor wanted killed were forced to fight each other to the death in a public arena for the entertainment of the general populace.  And just as decadent as Rome was back then (only rescued from itself by the rise in prominence of The Christian sect), so the ""Capitol"" is now portrayed in the film/book---and the film portrayed the affluent decadence of the Capitol quite well.

In this particular instance the ""tributes"" were chosen at random from among children aged 12 through 18, and it was meant as retribution and reminder of the ""crimes"" the 12 colonies committed by reveling against the authority and rule of the Capitol 74 years ago.  At the public ""reaping"", when a boy and a girl were chosen to become the sacrificial tributes at teach of the 12 colonies, the Decree of Punishment was read and the colonies were reminded that this punishment was established to demonstrate how weak the colonies were in comparison with the Capitol, in that the Capitol could take the most prized possessions of the colonies (namely, their children), and the colonists themselves could do nothing about it.  And to really rub it in, the colonists themselves were forced to watch the tournament proceedings.

I have to say, the punishment is deviously clever from the point of view of the Capitol.  It certainly keeps the Colonies divided in spirit (they were already segregated physically, with no communication between them allowed by the Capitol), for in cheering for their own children they are therefore cheering for the defeat---and therefore death---of the other colonies' children.  It also keeps colonists divided within each colony, for there can only be one champion, which means that in wishing their children not to be chosen at the reaping, each colonist is thereby wishing that someone else's children be chosen.  Furthermore, in celebrating that their children were not chosen, they are also, incidentally, celebrating that some other person's children will likely die.  And for the families of the chosen children, in supporting their own family member during the tournament, they are incidentally supporting the death of the other family's child.  And it keeps the population of the colonies low, which the Capitol would want to promote (less chance for another insurrection if the population is low): for the youngest are taken, before they are married, and those who survive the yearly reapings will think twice about having children of their own and having them go through this traumatic process year after year during their most vulnerable adolescent years.  And furthermore, the Capitol encourages the colonists' tacit endorsement by rewarding the winner's Colony with extra food that year (hence ""The 'Hunger' Games"").  But it is all manipulation, in the end.

In fact, by the end of the Games, right before being killed himself, one of the most avid killers among the children realizes just how much it all is the Capitol's manipulation, how pointless it all is to those who participate, and how, in the end, he didn't really have a chance---that he was destined to die from the beginning---and that killing or being killed is all that not only the Capitol, but also his Colony, want from him.  An eye-opening realization for someone who up to this point had been quite eager to kill his fellow children.

Given the vicious circumstances which were thrust upon these children---none of which is their fault---the question naturally arises: how should a child bound under the moral law behave?  Should he try to win, by killing the other children?  Should they try to win at all?  Should they let themselves be killed, in order that another might live?

Of course, the obvious moral choice would be for none of the children to participate in this horrendous form of reality television: if they do not fight each other the show is not interesting, and eventually it is discontinued.  The children would likely still be executed, along with many of their own family members in reprisal from the Capitol.  If one thinks in terms of consequences only (utilitarianism), then this would be the wrong approach: after all, they would say ""it is better that one person survives than that they---and all their families---die"".  But such thinking is quite repugnant, however logical it is.  Consequentialism is missing a big piece of the moral landscape, namely that we ought not to become evil ourselves in our fight against evil.  Yes, the consequences of ""civil disobedience"" as could morally be practiced in this scenario are more dire in terms of the quantity of damage made.  But they are much more preferable in terms of the quality of damage made.  By fully participating in the carnage (and inflicting some yourself) you become complicit in the very evil which oppresses you.  Similarly, your family, and even your colonies (and all colonies, for that matter) become part of the system, and in some tacit way endorse it---for they all want their children to live, and tacitly support the other colonists' children's death.  Furthermore, what kind of person does one become after killing 23 children by brutal means at a very young age (when the impressions of life still shape us in a powerful manner)?  What kind of society does one help create when one has inwardly become a psychotic monster?  What kind of society abides criminal monsters in its midst?

But, some will claim, it is unrealistic to expect each and every child to be morally minded, especially when some children (from two different colonies which are highly favored by the Capitol) actually volunteered for the ""honor"" to represent their colonies at the tournament.  What is the correct moral response when civil disobedience is not an option (no opportunity) and some, if not most of the other children are out to kill you, whether by pleasure or need to survive?

It seems to me there are two possible moral responses.  one of them is the route of self-defense, whereby one does not intentionally kill or go out of one's way to engage the enemy, but tries to flee as a first alternative, BUT where one DOES defend oneself against the attacks of others, and inflicts only as much harm as is necessary to stop the aggressor, AND only if absolutely necessary one uses lethal force.  In the end, very likely, the Capitol would force matters to a resolution, either by forcing ""aggressors"" and ""defensors"" into a particular area (very good television), or by artificially creating natural/artificial disasters which killed whomever they disliked most.  But, again, this would be the Capitol's doing: an evil force acting evilly which one cannot stop.  One would have been preserved from sinking to doing/becoming evil.

The other moral route, the more perfect route, would be the route of Jesus: to willfully become the sacrificial lamb for the sake of spiritual (and therefore) moral change.  The martyrs of the Church have for ages followed this route, to the spiritual benefit of the whole Church, and the cultural benefit of all humanity.  The spiritual benefit is quite and readily seen through the Communion of Saints, whereby these martyr's love renews and creates the Church anew, greatly adding to the spiritual gifts of which the rest of us partake---gifts which slowly transform us for the better, over years and generations.  And it is this transformation which over the centuries affects culture.  Gradually better people live their lives out in gradually better communities.  And Love wins out at the end of time.  After all, very few societies nowadays would consider it acceptable to inflict the tortures which were inflicted to prisoners (especially Christians) in the ancient days of Rome: we are all repulsed by the Capitol's Decree of Punishment.  If we only partook more of those graces which Christ offers through His Church!

One particular odd feature of the book (and the film) is the avoidance of any mention of God or religion whatsoever.  Not even empty phrases deriving from religion appear (""My Gosh"", ""God willing"", Christmas, Thanksgiving, etc.).  Why is that, especially when the subject matter so clearly lends itself to a religious treatment?  Why is that, when the least historically educated among us would have heard the stories of the Christians ushered into the Colosseum to be executed/sacrificed?  The closest religious reference is when Katniss Everdeen improvises a type of tribute around a fallen friend and ally in the game by creating a bed of flowers for her: the very earliest expressions of the religious impulse, as some Anthropologists would tell us.  Why has the author scrubbed her book from religion at all?  Is she so antagonistic to religion that she will not abide it in her book, even when it seems quite apt?  If so, the bed of flowers tell us that the most primitive of religious impulses remain with her still.  Or is the author trying to appeal to everyone, thus removing religion from the surface of her story so as to not alienate people of different religion than the one she chose to portray, while at the same time infusing her work with religious themes at the substrate level, where they are more powerful?  Or is her point that the despotic Capitol destroyed all hope quite successfully, even the Hope of God?  Given the richness of the religious themes I see in this book/movie below the surface, I am very much inclined to believe that the last of these options is the correct one.  But I may be seeing what I want to see, simply because I like the story.

Now, turning to the more artistic features of the movie: The most impressive performance was done by the actor who played President Snow.  His facial expressions were insuperable and spoke tons in the few lines he delivered throughout the film.  His performance was astoundingly good, his face delivering contempt, skepticism, and hatred (sometimes all at once) along with the ""weight of office"" while speaking seemingly innocuous lines, or even while congratulating the winners (there were two winners from District 12, thanks to the cleverness of Katniss Everdeen in turning the television show against its organizers!) of the 74th Hunger Games.  He single-handedly set up the next movie installment.

But the casting of Peeta is all wrong.  From the book it is clear that Peeta is not handsome at all, that Peeta is the boring guy who never had a chance when it came to women, and who doesn't have a chance when it comes to Katniss Everdeen who clearly has feelings for another guy.  Which makes it all the more poignant that he is desperately in love with her, and is willing to give up his life for her.  In the movie he is played by a movie-star-handsome actor who clearly would have trouble keeping women away from him, and who would therefore be quite self-centered and clueless, rather than the thoughtful man he is in the book."
10065,"The special effects are great, the scenery and photography is lovely but the film is as a whole a big disappointment. You would have thought that with such a budget they could have hired some guy to make a basic sanity check of the script but obviously that wasn’t in the budget for this one. I do not know if a lot of Hollywood people are idiots or think the audience are idiots or both but for Christ sake, how difficult can it be to come up with a plot that holds together and are at least half believable?

A trillion dollar expedition to discover the “makers of mankind” and they put together a band of asocial morons for crew where not even the scientists among them seems to have met each other before the wake up millions of miles from Earth.

Almost everyone behaves in a completely unbelievable way. Yeah, it looks okay so let’s remove the helmets for instance? Right, apart from the immediate danger to your own health, what about quarantine procedures…idiots?

Why did the robot put the mutagen in the drink? It’s just illogical and never really adequately explained. Speaking of robots, robots have a power source and it’s not spread all over them. If you rip their head of they do not continue to talk like nothing had happened. In the original Alien they at least had to hook him up to something. It goes on. The entire film is just a jumble of illogical acts one after another. 

Then we have the ending. What a joke. Apart from the fact that Elizabeth’s actions are just ridiculous, how does she expect to live on a alien ship without food or any other supplies?

This film had good promise. The idea of getting to know the origin of the aliens intrigued me and the basic plot idea was cool. However, the film was really ruined by a script obviously written by total morons."
10066,"This movie is the 5th instalment in the Resident Evil series. Why would you want to watch this movie? Why would you want to watch any Resident Evil movie come to think about? Good acting…nope. Intelligent and intriguing plot…absolutely not. Zombies…yep. Action…most definitely yes! Anything else…well if you’re member of the younger part of the average male population you probably watch it for Milla Jovovich as well.

Now that we have established the baseline for the movie, does this movie deliver? The answer to that is, without a doubt, YES! This film delivered exactly what I expected of it. As I mentioned it is the 5th movie in the series and the entire series is sprung from a video game in the first place so it should really be no surprise that the film is one long video game action sequence sporadically interrupted with some dialog. Yet a lot of people seems to expect something else and judges the movie by those expectations.

I think those really low rating are quite unfair. The movie does indeed deliver what I think you should expect. A lot of the action scenes are marvellous. The slow motion scenes are well done and enjoyable unlike some movies where they are just annoying. The zombies and other monsters are good. And yes, I confess that, although I’m hardly among the younger part f the mail audience anymore I do like watching Milla Jovovich jumping around in the scenes in those ridiculous skin tight suits.

If I should complain about anything it would be that I sat through half the movie being annoyed that nobody would get the, painfully obvious, idea to rip that red mind control gizmo off Jill’s chest. When it was finally done in the end it was like “did you really have to take that long to get that idea into your head you dumb bastards”.

I cannot really give the movie a top rating since it does lack much of a story after all but I certainly think it is worth 7 out of 10 stars. I enjoyed myself a lot while watching it. The ending is the usual video-game-movie cliff-hanger and I really hope they make another sequel now when Alice got her powers back. That she lost those was one of the big downers for me in one of the previous movies in the franchise."
10067,"Completely unoriginal plot, brings nothing new to the table. Good cinematography by Claudio Miranda, Tom Cruise is horrendous."
10068,"This movie was a total waste! one of the weirdest movies. Not good at all would recommend you watch something better!"
10069,"Oblivion was definitely well made but the story seemed to just sputter out somewhere around 60 minutes in.

I was completely engaged and interested as we learned about this repair crew who had the left overs of earth to themselves. They could have ran with that single idea for 2 hours and I'm pretty sure I wouldn't have complained.

All is not lost though, visually, Oblivion was a blast and M83 did a great job with the soundtrack. If you like science fiction movies you should probably add this to your watch list but don't expect too much. Overall, you'll probably be disappointed."
10070,"That movie was amazing !"
10071,"Mantap di tunggu part 2 nya"
10072,"Lot's of FX and no story. Flat characters and poorly told."
10073,"Jokes aren't funny. Scene logic is stupid. It´s a movie about guys with plastics in action!"
10074,"I am a big fan of The Volverine movies but this one didn't have to much in it! I even watch it again to see if I miss anything. I would say this is a good movie to watch when you have some free time not a MUST watch movie! still a good one at it!"
10075,"I was also a little disappointed. Especially the giant
samurai suite raised question marks. I wonder what will happen next since Wolverine's claws are cut off.

Dr. Green (alias Viper) reminds me of Poison Ivy (Batman). Somehow I didn't like that. Yukio, the red head, is cool tho."
10076,"There have been plenty of movies based on classical cartoon superheroes that have been poorly implemented and with a lousy story. Luckily this one is not one of those. This was really a very enjoyable movie and I liked this movie a lot better than the first Thor movie which I felt was mostly silly.

This one has a story which was rather okay and held somewhat together. You have to remember that this is a comic book hero and the story is on that level of course. The special effects and the scenery is really nice as well. The views of Asgard is cool, almost breathtaking.

Anthony Hopkins was excellent as Odin or Oden has he is called in Sweden, my country of birth. Tom Hiddleston is also very good in his role although I have to say that I really do not like his role but then he is supposed to be one of the bad guys so… Chris Hemsworth is good enough in his role but I would say that he is really the weakest ones in terms of acting.

The movie is liberally sprinkled with jokes as well and, thankfully, most of them are not too bad. Although a bit silly I have to say that I did laugh when Thor politely hung Mjölnir on the clothes rack in the apartment with Darcy and Dr. Selvig.

On the whole I enjoyed this movie tremendously."
10077,"Great Comeback for Arnold. Great Action Movie!!!"
10078,"Funny and moving for a difficult topic to talk about. François Cluzet and Omar Sy perform amazingly well although the rest of the cast is also very good."
10079,"Boring and with low quality animations."
10080,"Taken 2 was... Not as good as the first one. Yes, I am sad to say it is not as good but on the other hand the story is still sound and the action is better and faster then before. Liam Neeson plays his role excellently while some on the other cast members didn't preform as well. All in all a good movie but there are some little problems, but worth seeing any way."
10081,"I enjoyed this movie as a no-brainer action/thriller flick. Sure, it has a bunch of illogical and idiotic elements in but I have seen a lot worse. The movie certainly do not deserve the ridiculously low ratings that some people have given it.

It is perhaps not as good as the first movie, mostly due to the silly bits and pieces, but as a plain vanilla action/thriller it is certainly passable. I generally do like Liam Neeson. I did like him in the first Taken movie and I do like him in this one. The other actors with the possible exception of his wife and daughter are mostly there to fill up the scenes.

After a semi-dull beginning which is pretty much just setting up a reason for them all being in Istanbul, Bryan and his wife is, surprise, surprise, taken and that is pretty much when the action starts and from there on it is pretty much action all the way.

As have been mentioned, there are a lot of stupid things happening in the movie. Dropping grenades in the middle of Istanbul seemingly without anyone really reacting for instance. Bryan’s daughter have failed to take a drivers licence in the states several times but still, when thrown into a car with a manual gear stick, she handles the car like a stunt driver. Then we have a violin player that sits in the same spot all the time? Not to mention crashing into the embassy while being fired upon by the embassy marine guards and then they can just sit there in the wrecked car, in front of the embassy, while Bryan calls for help from some guy playing golf in the states.

It is clear that the Luc Besson didn’t really put realism very high on his agenda for this movie. But then this wouldn’t be the first time for him. Overlook the silliness and you have a decent enough action/thriller flick. At least I enjoyed it and I am normally not too forgiving when it comes to stupid and unrealistic stuff in movies."
10082,"Not too bad but a bit too cheesy and stereotypical."
10083,"Wreck-It Ralph is a great movie with my love for games in there with it. The movie had some great childhood memories of mine, with all the characters from the best games. The graphics are excellent and the voice acting couldn't be better. This movie is great for adults and kids."
10084,"> Good Movie !!"
10085,"Amazing movie!These Fast & Furious movies keep getting better and better! I recommend you go see this movie and hopefully seven comes out!"
10086,"This is a good movie. It is pretty much what you would expect from a Fast & Furious movie. It could have been a great movie but it is unfortunately dragged down by some of the not too unusual Hollywood stupidity and arrogance towards the viewers.

Vin Diesel and Dwayne Johnson are perfect in their roles as old-fashioned, hard-hitting, fast-driving macho guys. Michel Rodriquez is doing a decent enough job as well but then I do like Michel Rodriquez so… These guys are making a lot of the movie for me. The rest is not bad but more like filling out some empty space compared to Vin and Dwayne.

This is of course a movie about fast driving, action and special effects. In those areas it does not disappoint. There are lots of fast driving and lots of action and special effects. Not all of it is entirely realistic of course. This is rather expected and I can live with it as long as it doesn’t go to far into the realm of ludicrously unrealistic which it, sadly, did towards the end. Although the effects and fights themselves were quite cool the entire flight escape scene was just ludicrous. They were driving at take-off speed, both on the ground and in the air, for how long? 20 minutes? That must have been the worlds longest runway. This is what I call Hollywood arrogance towards the viewers. Do they really think the viewers are so stupid that they will just buy this? Or is it that they themselves are so utterly stupid that they do not realize how utterly wrong the entire thing is? For me this really dragged down an otherwise great movie.

Otherwise the movie is a nice blend between macho talk, action, lots of fast driving, some humor, some more action, some more fast driving and lots of chars getting smashed. In short all the things that make up a good fun action movie. The story itself? Well, as far as I am concerned, fairly standard issue which held the action together reasonably although the basic idea and technical aspects, especially this “EMP chip”, where not very believable.

On the whole, it was a good and enjoyable movie which good have been great if it were not dragged down by Hollywood stupidity."
10087,"Interesting film with an exceptional cast, fantastic performances and characterizations. The story, though, is a bit difficult to follow and, in the end, seems to not have a real point."
10088,"Cloud Atlas was a very well made movie but unlike most of the ""simultaneous stories that all come together at the end"" type of movies, this one just didn't. I'm still unclear as to the point of it all.

Another issue I had was a general feeling of goofiness. Sure, the Cavendish story was pure comedy but the rest of the stories just didn't feel serious enough to me.

It carried my attention for the 172 minutes well enough and it was entertaining. I just expected more of a pay off at the end.

All in all, it's definitely worth seeing but I still haven't made up my mind if I truly liked it or not. What did you think?"
10089,"nice movie"
10090,"After trying to move the character to more epic levels in ‘Chronicles of Riddick’, and failing to capture an audience, this third installment in the series, simply titled ‘Riddick’,  is a return-to-basics for director David Twohy. It quickly sets itself loose from the baggage of ‘Chronicles’ and pursues a more clear-cut survival action story that might as well be titled ‘Pitch Black 2‘."
